Candidate,Party,Criminal Cases,Education,Age,City
Adv.sobji Devalya Gavit,IND,0,Graduate Professional,60,NANDURBAR
Arjunsing Divansing Vasave,Bharipa Bahujan Mahasangha,0,Graduate,48,NANDURBAR
C.s.valvi,IND,0,Graduate,49,NANDURBAR
Gavit Manikrao Hodlya,INC, 2 ,5th Pass,80,NANDURBAR
Mahesh Jaysing Pawara,IND,0,Graduate,35,NANDURBAR
Ranjit Jugla Padvi,Bahujan Mukti Party,0,12th Pass,35,NANDURBAR
Vasave Amit Sheklal,BSP,0,12th Pass,34,NANDURBAR
Virendra Ravaji Valvi,AAP,0,Graduate,40,NANDURBAR
Godse Hement Tukaram,SHS, 1 ,Others,43,NASHIK
Ad. Tanaji Sukdeo Jaibhave,CPI(M),0,Graduate Professional,52,NASHIK
Avhad Mahesh Zunjar,AIFB,0,10th Pass,43,NASHIK
Bhujbal Chhagan Chandrakant,NCP, 1 ,10th Pass,66,NASHIK
Fasale Baban Namdev,IND,0,10th Pass,29,NASHIK
Jadhav Vishnu Ramdas,IND,0,5th Pass,32,NASHIK
Maksud Iliyas Khan,IND, 1 ,10th Pass,38,NASHIK
Nathekar Pramod Gyaniram,IND,0,10th Pass,48,NASHIK
Pandhare Vijay Baliram,AAP,0,Graduate Professional,58,NASHIK
Pathan Ayub Maddekhan,IUML,0,Graduate Professional,45,NASHIK
Pathan Sakhawatkha Yasinkha,Bahujan Mukti Party,0,Graduate,63,NASHIK
Patil Dinkar Dharma,BSP, 8 ,8th Pass,53,NASHIK
Pawar Pradeepchandra Narayan,MNS, 12 ,Others,49,NASHIK
Sarkate Devidas Piraji,IND,0,12th Pass,38,NASHIK
Gaikwad Ravindra Vishwanath,SHS, 8 ,Post Graduate,54,OSMANABAD
Adv. Shailendra Rameshwar Yavalkar,SP,0,Graduate Professional,30,OSMANABAD
Altaf Husain Yenegure,IND,0,Graduate,31,OSMANABAD
Bhosale Revan Vishwanath,JD(S),0,Post Graduate,49,OSMANABAD
Dhale Padmasheel Ramchandra,BSP, 3 ,Post Graduate,38,OSMANABAD
Dr. Ramesh Subrav Bansode,RPI,0,Graduate,37,OSMANABAD
Gaikwad Umaji Pandurang,IND,0,10th Pass,45,OSMANABAD
Kakasaheb Baburao Rathod,IND,0,10th Pass,27,OSMANABAD
Kshirsagar Shivaji Jagannath,IND,0,Post Graduate,0,OSMANABAD
Kshirsagar Vijay Maruti,IND,0,Post Graduate,32,OSMANABAD
Navnath Dashrath Uplekar,IND,0,10th Pass,65,OSMANABAD
Padmsinh Vijaysinh Mundhe,IND,0,12th Pass,34,OSMANABAD
Patil Manohar Anandrao,IND,0,12th Pass,53,OSMANABAD
Patil Padmasinha Bajirao,NCP, 6 ,Graduate Professional,73,OSMANABAD
Rohan Subhash Deshmukh,IND,0,Graduate,27,OSMANABAD
Rokade Milind Somnath,Bharipa Bahujan Mahasangha,0,Post Graduate,42,OSMANABAD
Sayyad Mohamd Sayyad Ibrahim,Bahujan Mukti Party,0,Post Graduate,33,OSMANABAD
Shaikh Mubarak Mainoddin,IND,0,5th Pass,32,OSMANABAD
Shinde Rajendra Bhairavnath,Maharashtra Parivartan Sena (T),0,Graduate,32,OSMANABAD
Siddik Ibrahim Boudiwali,IND,0,10th Pass,34,OSMANABAD
Smt. Jadhav Ujvala Eknath,IND,0,Graduate,37,OSMANABAD
Sushilkumar Vinayak Padule,IND,0,10th Pass,28,OSMANABAD
Tarkase Pushpa,Hindusthan Nirman Dal,0,10th Pass,62,OSMANABAD
Tukaram Dasu Gangawane,IND,0,10th Pass,63,OSMANABAD
Tupsundare Balaji Bapurao,IND,0,8th Pass,40,OSMANABAD
Vikram Ashok Sawale,AAP,0,Graduate,37,OSMANABAD
Wanaga Chintaman Navasha,BJP,0,Graduate Professional,63,PALGHAR
Baliram Sukur Jadhav,Bahujan Vikas Aaghadi, 1 ,8th Pass,57,PALGHAR
Dilip Atmaram Dumada,Bahujan Mukti Party,0,10th Pass,49,PALGHAR
Gavari Shyam Anant,BSP,0,12th Pass,31,PALGHAR
Haribhau Soma Vartha,IND,0,5th Pass,60,PALGHAR
Kashinath Laxman Kokera,IND,0,8th Pass,37,PALGHAR
Kharapade Ladakya Rupa,CPI(M),0,12th Pass,51,PALGHAR
Mohan Barku Guhe,Bharipa Bahujan Mahasangha,0,Graduate Professional,41,PALGHAR
Pandurang Jethya Pardhi,AAP,0,10th Pass,54,PALGHAR
Sachin Damodar Shingda,IND,0,10th Pass,33,PALGHAR
Gavit Rajendra Dhedya,BJP,0,Graduate,50,PALGHAR : BYE ELECTION ON 28-05-2018
Baliram Sukur Jadhav,Bahujan Vikas Aaghadi, 1 ,8th Pass,62,PALGHAR : BYE ELECTION ON 28-05-2018
Com. Shankar Bhaga Badade,Marxist Leninist Party of India (Red Flag),0,5th Pass,62,PALGHAR : BYE ELECTION ON 28-05-2018
Damodar Barku Shingada,INC,0,10th Pass,64,PALGHAR : BYE ELECTION ON 28-05-2018
Gahala Kiran Raja,CPI(M),0,12th Pass,44,PALGHAR : BYE ELECTION ON 28-05-2018
Sandip Ramesh Jadhav,IND,0,8th Pass,36,PALGHAR : BYE ELECTION ON 28-05-2018
Shrinivas Chintaman Vanaga,SHS,0,Graduate,36,PALGHAR : BYE ELECTION ON 28-05-2018
Jadhav Sanjay (bandu) Haribhau,SHS, 7 ,10th Pass,47,PARBHANI
Adv. Ajay Sitaram Karande Patil,SP,0,Post Graduate,40,PARBHANI
Ashok Babarao (ambhore) Dudhgaonkar,Ambedkar National Congress,0,12th Pass,0,PARBHANI
Baban (anna) Muley,Bahujan Mukti Party,0,12th Pass,46,PARBHANI
Bhambale Vijay Manikrao,NCP, 3 ,10th Pass,39,PARBHANI
Comrade Rajan Kshirsagar,CPI, 7 ,Graduate,47,PARBHANI
Comred Bhise Ganpat Devrao,IND, 2 ,Graduate,41,PARBHANI
Gulmir Khan,BSP, 2 ,8th Pass,42,PARBHANI
Kajale Pradip Mahadev,IND, 1 ,12th Pass,28,PARBHANI
Md. Iliyas Md. Amir Maniyar,Bharipa Bahujan Mahasangha,0,Graduate,41,PARBHANI
Nisar Subhan Khan Pathan,IND, 1 ,12th Pass,43,PARBHANI
Pramod Maroti Panditkar,IND,0,Graduate,39,PARBHANI
Ramrao Dhansing Rathod Sir Nirankari,IND,0,Post Graduate,63,PARBHANI
Salma Shriniwas Kulkarni,AAP,0,Post Graduate,30,PARBHANI
Sayed Abdul Rahim,Welfare Party Of India,0,Graduate,41,PARBHANI
Sk. Saleem,Majlis Bachao Tahreek,0,5th Pass,40,PARBHANI
Udhav Rangrao Pawar (patil),IND,0,Graduate,40,PARBHANI
Anil Shirole,BJP, 2 ,Graduate,63,PUNE
Ajay Vasant Paithankar,IND,0,Graduate,54,PUNE
Arun Bhatia,Peoples Guardian, 1 ,Post Graduate,71,PUNE
Ashapak Shaikh,IND, 1 ,8th Pass,47,PUNE
Azam Vakil Maniyar,IND,0,5th Pass,35,PUNE
Bansode Chayya Tukaram,IND,0,8th Pass,43,PUNE
Col Suresh Patil (rtd),Bahujan Mukti Party,0,12th Pass,66,PUNE
Colonel Jayantrao Chitale,IND,0,Graduate Professional,68,PUNE
Dambale Rahul Dharma,IND, 13 ,12th Pass,31,PUNE
Deepak Natharam Paigude,MNS, 1 ,12th Pass,48,PUNE
Devkule Bibhishan Jagannath,IND,0,10th Pass,36,PUNE
Dinesh Pandurang Pawar,IND,0,10th Pass,40,PUNE
Dr.vishwajeet Patangrao Kadam,INC,0,Doctorate,33,PUNE
Imtiyaz Peerzade,BSP,0,Graduate,46,PUNE
Khirid Simkumar Bhagwan,IND,0,Post Graduate,40,PUNE
Manchak Trimbakrao Karale,IND,0,Literate,44,PUNE
Nana Kshirsagar,Bharipa Bahujan Mahasangha,0,Post Graduate,57,PUNE
Nilesh Dhanave,IND,0,Post Graduate,35,PUNE
Rupali Tamboli,IND,0,Graduate,33,PUNE
Saiyyad Afser Ibrahim,SP,0,8th Pass,57,PUNE
Sanjay Laxman Padwal,Bhartiya Navjawan Sena (Paksha),0,10th Pass,46,PUNE
Santosh Pawar,IND,0,Graduate,42,PUNE
Shashikant Bhikaji Owhal,IND,0,Graduate,40,PUNE
Shivaji Pandurang Adhav,IND,0,Graduate Professional,40,PUNE
Sushama Pandurang Gaikwad,IND,0,10th Pass,48,PUNE
Umesh Bhujang Masankhamb,IND,0,12th Pass,32,PUNE
Vijay Laxman Sarode,IND,0,12th Pass,38,PUNE
Ware Subhash Shankarrao,AAP, 2 ,Graduate Professional,50,PUNE
Yadav Gangadhar Nathu,IND,0,Post Graduate,39,PUNE
Geete Anant Gangaram,SHS,0,10th Pass,63,RAIGAD
Aziz Abdul Kadir Mukadam,SP,0,5th Pass,50,RAIGAD
Chaudhari Mujjafar Jainuddin Alias Modi,IND,0,5th Pass,35,RAIGAD
Dr. Ghone Adesh Yashwant,Bahujan Mukti Party,0,Graduate Professional,46,RAIGAD
Dr. Sanjay Yashwant Aparanti,AAP,0,Post Graduate,55,RAIGAD
Kadam Ramesh Ramchandra,Peasants And Workers Party of India,0,Graduate,64,RAIGAD
Sandeep Pandurang Parte,Hindustan Janta Party,0,Literate,45,RAIGAD
Tatkare Sunil Dattatrey,NCP,0,Others,59,RAIGAD
Tatkare Sunil Sham,IND,0,12th Pass,32,RAIGAD
Yashwant Jayram Gaikwad,BSP,0,10th Pass,64,RAIGAD
Krupal Balaji Tumane,SHS, 1 ,Graduate,48,RAMTEK
Chaware Maya Namdeo,SP, 7 ,Post Graduate,44,RAMTEK
Com. Bandu Ramchandra Meshram,CPI(ML) Red star,0,12th Pass,46,RAMTEK
Dhimati Vidya Kishor Bhimte,Ambedkarite Party of India,0,Post Graduate,45,RAMTEK
Dongre Ashok Namaji,IND,0,5th Pass,52,RAMTEK
Dr. Sandeep Natthuji Nandeshwar,Bharipa Bahujan Mahasangha,0,Post Graduate,33,RAMTEK
Dr. Sunilbhau Vishwanathji Narnavre,Republican Party of India (Khobragade),0,Not Given,42,RAMTEK
Ganesh Bapurao Patil,GGP,0,5th Pass,32,RAMTEK
Goutam Shriram Wasnik,IND,0,8th Pass,32,RAMTEK
Gurudas Uddhav Bawane,IND,0,12th Pass,38,RAMTEK
Khobragade Chandrabhan Jairam,IND,0,10th Pass,47,RAMTEK
Kiran Prem Kumar Rodge (patankar),BSP,0,Literate,54,RAMTEK
Lokhande Ganesh Haibatrao,IND,0,Graduate Professional,44,RAMTEK
Mukul Wasnik,INC, 2 ,Post Graduate,54,RAMTEK
Naresh Mahadeo Patil,Bahujan Mukti Party,0,Doctorate,43,RAMTEK
Nilesh Mahadeo Dhoke,IND,0,8th Pass,43,RAMTEK
Pankaj Sewakram Masurkar,Hindustan Janta Party,0,10th Pass,36,RAMTEK
Pratap Goswami,AAP,0,Graduate,49,RAMTEK
Prof. Dr. Natthu Madhao Lokhande,IND,0,Doctorate,65,RAMTEK
Rahul Sheshraoji Meshram,IND,0,12th Pass,39,RAMTEK
Rahulkant Alias Ramesh Sinha,IND,0,Graduate Professional,61,RAMTEK
Sandesh Bhivram Bhalekar,AIFB,0,Graduate Professional,64,RAMTEK
Tumane Gopal Ajabrao,IND,0,12th Pass,35,RAMTEK
Vinayak Bhaurao Raut,SHS, 5 ,Post Graduate,60,RATNAGIRI SINDHUDURG
Abhijit Shriram Hegshetye,AAP,0,Post Graduate,56,RATNAGIRI SINDHUDURG
Adv Dipak Dattaram Nevgi,Socialist Party (India),0,Post Graduate,54,RATNAGIRI SINDHUDURG
Ajinkya Dhondu Gawade,IND,0,Graduate,48,RATNAGIRI SINDHUDURG
Arun Harishchandra Manjrekar,IND,0,10th Pass,59,RATNAGIRI SINDHUDURG
Ayare Rajendra Lahu,BSP,0,Post Graduate,51,RATNAGIRI SINDHUDURG
Birje Yashwant Anant,Bahujan Mukti Party,0,Post Graduate,71,RATNAGIRI SINDHUDURG
Nilesh Narayan Rane,INC, 2 ,Doctorate,33,RATNAGIRI SINDHUDURG
Sunil Alias Yashwant Vasant Pednekar,IND,0,10th Pass,47,RATNAGIRI SINDHUDURG
Vinod Hanumantrao Sawant,ABHM,0,10th Pass,57,RATNAGIRI SINDHUDURG
Khadase Raksha Nikhil,BJP,0,Graduate,26,RAVER
Ashok Tryambak Ingale,IND,0,5th Pass,46,RAVER
Bhande Dashrath Motiram,BSP, 1 ,Post Graduate,64,RAVER
Chavhan Mohan Shamrao,IND,0,Post Graduate,42,RAVER
D.d.wani,IND, 1 ,10th Pass,49,RAVER
Dnyaneshwar Vitthal Amale,AIFB, 1 ,Graduate,31,RAVER
Dr. Ulhas Vasudeo Patil,IND, 1 ,Doctorate,53,RAVER
Gaikwad Bhagwan Madhav,Prabuddha Republican Party,0,Literate,46,RAVER
Govinda Narayan Gunjal,IND,0,Graduate Professional,47,RAVER
Jain Manish Ishwarlal,NCP, 7 ,Graduate,45,RAVER
Jain Manish Satish,IND, 1 ,10th Pass,39,RAVER
Kadri Saniya Saiyed Ali,IND, 3 ,Others,25,RAVER
Khatik Mohammad Haroon Abdul Kadir,SP, 2 ,Post Graduate,36,RAVER
Manyar Shai. Sajid Shai. Kadar,Minorities Democratic Party,0,Graduate,26,RAVER
Rajeev Satyendra Sharma,AAP,0,Graduate,47,RAVER
Shaikh Mo. Asgar Sakhawat,RPI, 1 ,12th Pass,0,RAVER
Shaikh Shakir,IND,0,Graduate Professional,32,RAVER
Shaikhh Shaherabi Jainoddin Shaikh,IND,0,5th Pass,27,RAVER
Sonawane Vandana Shivaji,IND,0,Graduate,28,RAVER
Suresh Hiraman Ingale,IND,0,Post Graduate,47,RAVER
Surwade Jairam Girdhar,IND,0,Post Graduate,65,RAVER
Wamanrao Madhav Sasane,Bahujan Mukti Party,0,12th Pass,53,RAVER
Zagadya Purmya Pawara,IND, 1 ,Literate,42,RAVER
Sanjaykaka Patil,BJP,0,10th Pass,49,SANGLI
Adv. K. D. Shinde,JD(S),0,Post Graduate,60,SANGLI
Ashok Dnanu Mane(bhau),IND,0,12th Pass,40,SANGLI
Bandgar Nanaso Balaso,BSP,0,8th Pass,40,SANGLI
Chopade Shriprasad Janardan,IND,0,12th Pass,41,SANGLI
Dhatture Hafizbhai Husain,IND,0,8th Pass,68,SANGLI
Madhukar Baburao Kambale,IND,0,8th Pass,45,SANGLI
Nitin Ganpatrao Savgave,Bahujan Mukti Party,0,Doctorate,50,SANGLI
Patil Pratik Prakashbapu,INC,0,10th Pass,40,SANGLI
Pournima Vilas Korpale,IND,0,Post Graduate,32,SANGLI
Samina Abdulmajid Khan,AAP,0,Graduate Professional,41,SANGLI
Sharmila Baba Wakshe,IND,0,Graduate,32,SANGLI
Shrirang Baburao Pakhare,IND,0,5th Pass,63,SANGLI
Siddha Shivappa Bhosale,IND,0,5th Pass,48,SANGLI
Surekha Alias Suraiyya Shahin Shaikh,Maharashtra Vikas Aghadi,0,Graduate,43,SANGLI
Suresh Parth Mane (nana),IND,0,12th Pass,51,SANGLI
Tanajirao Jagannath Jadhav(chinchanikar),IND,0,Graduate,38,SANGLI
Shrimant Chh. Udayanraje Pratapsinha Bhonsale,NCP, 23 ,12th Pass,48,SATARA
Adv. Varsha Madgulkar,IND,0,Graduate Professional,42,SATARA
Altaf Abdulgani Shikalgar,Bahujan Mukti Party,0,8th Pass,52,SATARA
Ashok Waman Gaikwad,RPI(A), 3 ,12th Pass,53,SATARA
Bichukale Abhijit Vamanrao,IND,0,Graduate,38,SATARA
Chandrakant Tatu Khandait,Bharipa Bahujan Mahasangha,0,Graduate,45,SATARA
Dr. Prakash Shamrao Pawar,IND,0,Graduate Professional,43,SATARA
Dr. Vijaysinha Diliprao Patil,IND,0,Graduate Professional,28,SATARA
Gawde Sukhdev Bhanudas,IND,0,10th Pass,60,SATARA
Kadam Sagar Uttamrao,IND, 1 ,Graduate,27,SATARA
Pandurang Ramchandra Shinde,IND, 2 ,Post Graduate,65,SATARA
Prashant Vasant Chavan,BSP,0,Graduate,39,SATARA
Purushottam Jadhav,IND, 5 ,10th Pass,50,SATARA
Sandip Amrutrao Mozar,IND, 10 ,Graduate Professional,36,SATARA
Subhash Nivrutti Shilewant,IND,0,12th Pass,41,SATARA
Suhas Vishwasrao Deshmukh,IND,0,Graduate,31,SATARA
Umesh Mukund Waghmare,IND,0,8th Pass,27,SATARA
Lokhande Sadashiv Kisan,SHS, 1 ,10th Pass,51,SHIRDI
Adv. Mahendra Dadasaheb Shinde,BSP,0,Doctorate,34,SHIRDI
Balasaheb Dashrath Bagul,IND,0,Literate,43,SHIRDI
Bhausaheb Rajaram Wakchaure,INC, 1 ,Doctorate,64,SHIRDI
Gholap Sandeep Bhaskar,IND,0,8th Pass,35,SHIRDI
Nitin Navnath Udmale,AAP,0,Graduate,35,SHIRDI
Pawar Vijay Banderao,The Lok Party of India,0,10th Pass,39,SHIRDI
Raghunath Ramji Makasare,Bharipa Bahujan Mahasangha,0,Post Graduate,70,SHIRDI
Santosh Madhukar Roham,Bahujan Mukti Party,0,Graduate,41,SHIRDI
Sarode Popat Rambhau,Lok Bharati,0,12th Pass,39,SHIRDI
Sayaji Shankar Kharat,IND,0,Post Graduate,56,SHIRDI
Shende Ravindra Vitthal,IND,0,8th Pass,32,SHIRDI
Uddhavrao Balwant Gaikwad,IND,0,5th Pass,55,SHIRDI
Wagh Gangadhar Radhaji,IND,0,10th Pass,65,SHIRDI
Adhalrao Shivaji Dattatrey,SHS, 10 ,Others,59,SHIRUR
Ashok Shirpati Khandebharad,MNS, 2 ,Graduate,50,SHIRUR
Bajare Sitaram Namdeo (baba),Bahujan Mukti Party,0,Graduate,63,SHIRUR
Dambale Ram Dharma,IND,0,10th Pass,43,SHIRUR
Geetaram Ramchandra Kadam,Socialist Party (India),0,12th Pass,42,SHIRUR
Katore Mahadev Niwritti,IND,0,Graduate,43,SHIRUR
Milindraje Digambar Bhosale,IND,0,10th Pass,29,SHIRUR
Nikam Devdatta Jaywant,NCP, 3 ,Graduate,43,SHIRUR
Nikam Sopanrao Pandharinath,AAP,0,Post Graduate,66,SHIRUR
Nilesh Yashwant Mhaskule,IND,0,12th Pass,29,SHIRUR
Sonali Chandrashekhar Thorat,IND,0,8th Pass,29,SHIRUR
Umesh Arjun Kanchan,IND,0,8th Pass,33,SHIRUR
Vikas Sudam Kusekar,AIFB,0,Graduate Professional,26,SHIRUR
Waghmare Sarjerao Bhika,BSP,0,12th Pass,38,SHIRUR
Sharad Bansode,BJP, 1 ,Graduate Professional,46,SOLAPUR
Adv. Sanjeev Sidram Sadafule,BSP,0,Graduate Professional,46,SOLAPUR
Bhise Krishna Nagnath,IND,0,10th Pass,28,SOLAPUR
Dattatraya Vitthal Thorat,IND,0,8th Pass,32,SOLAPUR
Kewale Chaya Nagnath,IND,0,Literate,38,SOLAPUR
Lalit Babar,AAP,0,Graduate,58,SOLAPUR
Pawar Yuvraj Sidram,IND,0,Graduate,48,SOLAPUR
Rajendra Dnyandeo Randive,IND,0,Graduate Professional,41,SOLAPUR
Shinde Rajkumar Laxmanrao,IND,0,12th Pass,49,SOLAPUR
Shinde Sushilkumar Sambhajirao,INC,0,Graduate Professional,73,SOLAPUR
Sidram Krishna Dhobale,IND,0,5th Pass,53,SOLAPUR
Sonawane Shivaji Chandrakant,IND, 1 ,10th Pass,50,SOLAPUR
Sonkamble Gautam Vijaykumar,Bharipa Bahujan Mahasangha,0,Graduate Professional,36,SOLAPUR
Sunita Vijaykumar Ughade,IND,0,Literate,35,SOLAPUR
Vikram Uttam Kasabe,IND,0,Post Graduate,38,SOLAPUR
Waghmare Pundalik Onkari,Bahujan Mukti Party,0,10th Pass,58,SOLAPUR
Vichare Rajan Baburao,SHS, 13 ,10th Pass,52,THANE
Abhay Subrao Kulkarni,IND,0,8th Pass,0,THANE
Abhijit Ramesh Panse,MNS, 1 ,Graduate,42,THANE
Ashok Shankar Jadhav,Bahujan Mukti Party,0,Graduate Professional,59,THANE
Bhanudas Dhotare,IND,0,12th Pass,63,THANE
Gopinath Sakharam Mhaske,Bharipa Bahujan Mahasangha,0,Illiterate,51,THANE
Jain Surendrakumar K.,Akhil Bharatiya Jan Sangh,0,10th Pass,46,THANE
Kamrujjama Kutubali Meenai,Peace Party,0,Post Graduate,45,THANE
Kirtawade Vidhyadhar Bhimrao,BSP,0,10th Pass,47,THANE
Najakatali Kabir Ansari,IND,0,8th Pass,40,THANE
Narendra Prabhashankar Pandey,IND,0,10th Pass,42,THANE
Nitin Shankar Deshpande,Dharmarajya Paksha,0,Post Graduate,56,THANE
Rajendra Gajbhiye,Ambedkarite Party of India,0,12th Pass,49,THANE
Raju Shravan Chavan,Republican Bahujan Sena,0,Literate,33,THANE
Ramchandra Bhagoji Gawade,IND,0,Literate,50,THANE
Rathod Babusingh Vasram,Maharashtra Parivartan Sena (T),0,Not Given,35,THANE
Salman Ajimullah Hasmi,Rashtriya Aam Party,0,8th Pass,28,THANE
Sanjay Dilip Kumar Das,IND,0,Graduate,44,THANE
Sanjeev Ganesh Naik,NCP,0,12th Pass,42,THANE
Sanjeev Vishnu Sane,AAP,0,10th Pass,57,THANE
Shafik Ahamad Sadat Khan,IND,0,Others,56,THANE
Shrinath Mithanthaya,Hindustan Janta Party,0,Post Graduate,44,THANE
Sohanlal Purohit,IND,0,Others,70,THANE
Triloki Ghurahu Yadav,IND,0,8th Pass,50,THANE
Vinod Deepchand Gangwal,IND, 1 ,Graduate Professional,44,THANE
Vishal Dinkar Salve,IND,0,Post Graduate,35,THANE
Ramdas Chandrabhanji Tadas,BJP, 5 ,10th Pass,60,WARDHA
Ankush Vijayrao Nawale,SP,0,Graduate Professional,28,WARDHA
Arvind Shamrao Lillore,IND,0,Others,36,WARDHA
Bhaskar Marotrao Neware,IND,0,Post Graduate,37,WARDHA
Chetan Bhimraj Pendam,BSP, 1 ,Post Graduate,41,WARDHA
Deepaksingh Trymbakrao Deshmukh,IND,0,10th Pass,60,WARDHA
Deshmukh Jaideep Rajendra,IND, 1 ,Post Graduate,46,WARDHA
Jagdish Bhagwan Kadu,IND,0,Graduate Professional,40,WARDHA
Kishor Rambhau Kinkar,Bahujan Mukti Party, 1 ,Graduate,43,WARDHA
Manish Vinayakrao Telrandhe,IND, 1 ,Graduate,43,WARDHA
Meghe Sagar Dattatraya,INC,0,Graduate,43,WARDHA
Mohd. Alim Patel Mohd. Wahid,AAP,0,Post Graduate,37,WARDHA
Narendra Chinduji Meshram,GGP,0,5th Pass,51,WARDHA
Raut Jaganath Nilkanth,IND,0,Graduate Professional,57,WARDHA
Ravi Alias Shailesh Ganeshrao Yelne,IND,0,Graduate,38,WARDHA
Sachin Pandurangji Raut Alias Gurubhau,IND,0,12th Pass,36,WARDHA
Sanjaybhau Narayanrao Chidam,IND,0,12th Pass,80,WARDHA
Shambaba Alias Shamsundar Panjabrao Nichit,IND,0,Post Graduate,46,WARDHA
Shambharkar Rajendra Gulabrao,IND, 3 ,Doctorate,51,WARDHA
Tadas Vilas Krushnaji,IND,0,Graduate,39,WARDHA
Ubale Shrikrushna Champatrao,Ambedkarist Republican Party, 1 ,Graduate Professional,67,WARDHA
Gawali Bhavana Pundlikrao,SHS, 4 ,Graduate,41,YAVATMAL WASHIM
Abrar Ahmad Mahmud Khan,Welfare Party of India,0,Others,52,YAVATMAL WASHIM
Adv.shivajirao Shivaramji Moghe,INC, 2 ,Graduate Professional,69,YAVATMAL WASHIM
Ahmad Parvez Iqbal Ahmad Nur Mohammad,SP, 1 ,Graduate,44,YAVATMAL WASHIM
Chavan Vinod Narayan,IND,0,10th Pass,59,YAVATMAL WASHIM
Dhote Jambuwantrao Bapurao,AIFB,0,10th Pass,76,YAVATMAL WASHIM
Gaikawad Rajendra Vitthal,IND, 1 ,12th Pass,41,YAVATMAL WASHIM
Gurnule Ramesh Vithoba,IND,0,8th Pass,57,YAVATMAL WASHIM
Kamble Uttam Bhagaji,Prabuddha Republican Party,0,Post Graduate,46,YAVATMAL WASHIM
Meshram Dnyaneshwar Tukaram,IND,0,Graduate,37,YAVATMAL WASHIM
Naresh Mahadeorao Gughane,IND,0,8th Pass,40,YAVATMAL WASHIM
Patil Upendra Babarao,IND,0,Graduate Professional,40,YAVATMAL WASHIM
Prakash Raghunath Raut,IND,0,10th Pass,46,YAVATMAL WASHIM
Prashant Pandharinath Surve,IND,0,Post Graduate,39,YAVATMAL WASHIM
Raghunath Shankarrao Shelke,Ambedkarist Republican Party,0,Graduate,60,YAVATMAL WASHIM
Raju Or Bharatraje Uddhaorao Patil,MNS, 6 ,Graduate,38,YAVATMAL WASHIM
Rathod Baliram Parashram,BSP,0,Graduate Professional,58,YAVATMAL WASHIM
Rathod Induwar Kashiram,Bahujan Mukti Party,0,12th Pass,42,YAVATMAL WASHIM
Rathod Mohan Mallu,Bharipa Bahujan Mahasangha,0,Post Graduate,61,YAVATMAL WASHIM
Rathod Naresh Fulsing,AAP,0,Graduate Professional,41,YAVATMAL WASHIM
Sawake Ramkrushna Pundlikrao,CPI(ML) Red star,0,10th Pass,38,YAVATMAL WASHIM
Shaikh Jabbar Shaikh Usuf,IND,0,8th Pass,36,YAVATMAL WASHIM
Shyamkumar Bapurao Lokhande,IND,0,Graduate,46,YAVATMAL WASHIM
Sudhakar Namdeorao Ghayawan,Republican Party of India (Khobragade),0,12th Pass,60,YAVATMAL WASHIM
Suresh Rajaram Mukhmale,Maharashtra Vikas Aghadi,0,12th Pass,33,YAVATMAL WASHIM
Ulhas Vasramji Jadhao,IND,0,Graduate Professional,49,YAVATMAL WASHIM
Dr. Thokchom Meinya,INC,0,Doctorate,69,INNER MANIPUR
Dr. Gurumayum Tonsana Sharma,Manipur Democratic Peoples Front,0,Doctorate,64,INNER MANIPUR
Dr. Ibomcha Singh,AAP,0,Graduate Professional,43,INNER MANIPUR
Indira Oinam,IND,0,Graduate,39,INNER MANIPUR
Moirangthem Nara,CPI,0,Graduate Professional,63,INNER MANIPUR
Oinam Jotin Singh,Jai Maha Bharath Party,0,Graduate,37,INNER MANIPUR
Rajkumar Ranjan Singh,BJP,0,Doctorate,62,INNER MANIPUR
Sarangthem Manaobi,AITC,0,Post Graduate,58,INNER MANIPUR
Thangso Baite,INC,0,Post Graduate,61,OUTER MANIPUR
Amarson Sankhil,IND,0,Post Graduate,46,OUTER MANIPUR
Chungkhokai Doungel,NCP,0,Graduate,76,OUTER MANIPUR
Gangmumei Kamei,BJP,0,Post Graduate,73,OUTER MANIPUR
Kim Gangte,AITC,0,Post Graduate,51,OUTER MANIPUR
Lamlalmoi@ Momoi Gangte,IND,0,Graduate,38,OUTER MANIPUR
Lamminlien Gangte,JD(U),0,Illiterate,43,OUTER MANIPUR
M Khamchinpau Zou,AAP,0,Post Graduate,50,OUTER MANIPUR
Mani Charenamei,IND,0,Graduate,55,OUTER MANIPUR
Soso Lorho,NPF,0,Graduate,72,OUTER MANIPUR
Vincent H. Pala,INC,0,Graduate Professional,46,SHILLONG
Armerington Kharshiing,AAP,0,Not Given,62,SHILLONG
Denis Siangshai,IND,0,Graduate,49,SHILLONG
Ivoryna Shylla,IND,0,10th Pass,65,SHILLONG
Paul Lyngdoh,UDP,0,Post Graduate,41,SHILLONG
Prechard B. M. Basaiawmoit,IND,0,12th Pass,63,SHILLONG
Richard D. Shabong,CPI,0,12th Pass,63,SHILLONG
Shibun Lyngdoh,BJP,0,Graduate,45,SHILLONG
Purno Agitok Sangma,NPP,0,Post Graduate,66,TURA
Daryl William Ch Momin,INC,0,Post Graduate,27,TURA
Conrad Kongkal Sangma,NPP,0,Post Graduate,38,TURA : BYE ELECTION ON 16-05-2016
Dikkanchi D. Shira,INC,0,Graduate,50,TURA : BYE ELECTION ON 16-05-2016
C. L. Ruala,INC,0,Graduate,78,MIZORAM
